41.8059976,-8.4150657
41.5641026,-8.4580612
41.7014877,-8.3771618
41.6373869,-8.4560484
41.6551731,-8.5078878
41.6986498,-8.3634113
41.5609948,-8.3928221
41.6431848,-8.4755985
41.5268266,-8.4151437
41.6881934,-8.4242468
41.530525,-8.3986359
41.0724865,-8.0906918
41.5929768,-8.3734674
41.5653733,-8.4778465
41.6073044,-8.3806555
41.2811563,-8.5549177
41.5707403,-8.4486279
41.5399291,-8.4640589
41.5341537,-8.3983147
41.0724865,-8.0906918
41.6194185,-8.3074963
41.5228793,-8.4543013
41.5399291,-8.4640589
41.6311562,-8.3510702
41.6549686,-8.3045545
41.5347587,-8.513354
41.5577096,-8.4229477
41.5640591,-8.3732342
41.6311562,-8.3510702
41.589507,-8.4276409
41.8059976,-8.4150657
41.3890507,-8.5379147
41.6284647,-8.4019107
41.5378926,-8.5141677
41.5600871,-8.421727
41.5364669,-8.4573632
41.546757,-8.3492961
41.6344232,-8.3818968
41.594429,-8.4018918
41.597426,-8.4273889
41.6252766,-8.3714379
41.6739913,-8.3858461
41.5140316,-8.4595399
41.544439,-8.4229465
41.6350969,-8.3908634
41.5868225,-8.4042718
41.5508053,-8.4035016
41.5508053,-8.4035016
41.823955,-8.3175462
41.7826764,-8.4102379
41.620324,-8.2907501
41.6739913,-8.3858461
41.5539124,-8.3982904
41.5480198,-8.3964934
41.634013,-8.1401833
41.6100175,-8.2643099
41.5399291,-8.4640589
41.5609421,-8.408703
41.7138623,-8.3547019
41.5454486,-8.426507
41.4198085,-8.5482052
41.5502168,-8.4463513
41.5612727,-8.3848389
41.5995982,-8.3886133
41.6240357,-8.4323785
41.6428142,-8.2999734
41.5528634,-8.4396528
41.6073044,-8.3806555
41.4816175,-8.2306424
41.5411613,-8.413222
41.5977499,-8.4224898
41.5498636,-8.3923381
41.548096,-8.4006332
41.6402993,-8.7099512
41.5937129,-8.4349537
41.5932728,-8.3923519
41.5733135,-8.420636
41.5668324,-8.4025701
41.5478552,-8.4082418
41.6437853,-8.5309867
41.5695673,-8.3708523
41.1794441,-8.3690199
41.5524327,-8.6274973
41.0724865,-8.0906918
41.531443,-8.1984801
41.4328212,-8.2818677
41.5378539,-8.4050497
41.6022017,-8.4526503
41.5574573,-8.4290608
41.5472828,-8.4206339
41.547497,-8.710906
41.5543717,-8.4356675
41.8035073,-8.3595414
41.6311562,-8.3510702
41.5399291,-8.4640589
41.5947733,-8.4303465
41.5354525,-8.4423625
41.6311562,-8.3510702
41.6311562,-8.3510702
41.5706135,-8.4327653
41.6466142,-8.3417006
41.5384455,-8.4388658
41.5942971,-8.4362174
41.0611244,-8.5685399
41.5981344,-8.4219753
41.0854256,-8.4216231
41.0724865,-8.0906918
41.6139432,-8.4434143
41.0724865,-8.0906918
41.559897,-8.4291658
41.5244163,-8.5001
41.6319416,-8.4330813
41.5522121,-8.5209796
41.543681,-8.4013889
41.52957,-8.3969839
41.6734282,-8.3749604
41.5625918,-8.4519201
41.5574573,-8.4290608
41.6698545,-8.4450745
41.5736601,-8.3988669
41.5374651,-8.4311415
41.568729,-8.4390871
41.5364669,-8.4573632
41.5809984,-8.259961
41.6431848,-8.4755985
41.3849051,-8.3948719
41.6311562,-8.3510702
41.537549,-8.3938695
41.6437853,-8.5309867
41.5929768,-8.3734674
41.6686687,-8.4140329
41.5921898,-8.3996392
41.0724865,-8.0906918
41.5957994,-8.4186439
41.6208098,-8.5466422
42.0330129,-8.6267917
41.5766397,-8.3649262
41.5134276,-8.3566629
41.0477446,-8.0445717
41.0880107,-8.0409373
41.7387025,-8.3951772
41.5627991,-8.5768282
41.0724865,-8.0906918
41.3649867,-8.1987331
41.6100175,-8.2643099
41.6220862,-8.3547036
41.5363151,-8.4331013
41.823955,-8.3175462
41.5609948,-8.3928221
41.5622981,-8.4403268
41.5732476,-8.4196702
41.6166916,-8.3247391
41.550048,-8.4313653
41.7233914,-8.6757285
41.6150717,-8.3261437
41.6959428,-8.4154951
41.0703781,-8.3787703
41.5899009,-8.4616022
41.1753185,-8.5433373
41.5565305,-8.3356568
41.5515916,-8.4361615
41.5379669,-8.4289507
41.6314495,-8.3488273
41.5240339,-8.4673036
41.5622903,-8.4058254
41.0724865,-8.0906918
41.5444847,-8.4257666
41.5547633,-8.4170101
41.5348819,-8.4565707
41.4524962,-8.2642657
41.5386534,-8.4107586
41.5109594,-8.4528639
41.5767729,-8.4177745
41.7019246,-8.3623307
41.8546751,-8.2706725
41.0724865,-8.0906918
41.5416605,-8.4094843
41.6311562,-8.3510702
41.5952925,-8.3789697
41.6251303,-8.3704348
41.5491461,-8.4040563
41.499131,-8.396777
41.5885264,-8.4546975
41.6261665,-8.3067722
41.6297629,-8.3302282
41.566646,-8.3838618
41.1126867,-8.6431918
41.5655073,-8.4865322
41.5326873,-8.5329283
41.508558,-8.4373526
41.6065146,-8.350986
41.3247515,-8.1385503
41.1493682,-8.6229137
41.5570686,-8.4122423
42.0143253,-8.5023593
41.4554306,-8.5560142
41.5791178,-8.7879186
41.1903836,-8.5967463
41.589507,-8.4276409
41.1744784,-8.5760171
41.6319416,-8.4330813
41.5797523,-8.2739908
41.6305682,-8.3727916
41.6270436,-8.4521548
41.6369866,-8.3718319
41.554942,-8.3907752
41.5356356,-8.6155213
41.5420318,-8.3933842
41.6161205,-8.4021591
41.5107253,-8.4158479
41.5593885,-8.4208366
41.5382575,-8.4412187
41.5593885,-8.4208366
41.5389356,-8.404329
41.0724865,-8.0906918
41.4579032,-8.5605863
41.5391143,-8.3956545
41.5958646,-8.4359888
41.6318802,-8.3671871
41.5550525,-8.4236213
41.3431376,-8.4738078
41.1016668,-8.244051
41.2827395,-8.5586756
41.6348905,-8.3985019
41.5527783,-8.4007835
41.4492701,-8.3006023
41.544439,-8.4229465
41.6269927,-8.36104
41.5377769,-8.4023446
41.1823439,-8.6775134
41.6163613,-8.3055217
38.8725546,-9.3019429
41.5865969,-8.4668575
41.6461192,-8.1075417
41.6359447,-8.1408362
41.2394131,-8.6337115
41.5435858,-8.3920768
41.4384406,-8.4137229
41.4012723,-8.2173165
41.1016964,-8.0101705
41.5687114,-8.4354482
41.6655169,-8.1693355
41.5501114,-8.364449
41.5333914,-8.4385243
41.1624702,-8.6559228
41.5538024,-8.3969736
41.557991,-8.417325
41.5514146,-8.4329418
37.1296313,-8.232721
41.5359207,-8.511992
41.8163214,-8.3671007
41.566255,-8.4086196
41.6421091,-8.373489
41.7409294,-7.8681785
41.5454486,-8.426507
41.5885264,-8.4546975
41.5549688,-8.4285556
41.5362189,-8.4434202
41.7154841,-8.8082894
41.2407727,-8.2130958
41.596679,-8.4304962
41.5598126,-8.4098632
41.5461248,-8.3622853
41.0724865,-8.0906918
41.1785309,-8.6883943
41.537549,-8.3938695
41.5391143,-8.3956545
41.5435858,-8.3920768
41.2402862,-8.1798983
41.2706586,-8.2707715
41.4553189,-8.4766642
41.0724865,-8.0906918
41.6344732,-8.1924315
41.6536288,-8.4361285
41.6074855,-8.4231093
41.1844362,-8.6962775
41.2381985,-8.1781972
41.5434422,-8.4018633
41.3357375,-8.5483922
41.6159456,-8.73775
38.7473639,-9.2371164
41.2385951,-8.6243484
41.4463219,-8.2781546
41.4940636,-8.4077842
41.5552135,-8.4018355
41.5439556,-8.4277521
41.6131348,-8.4332884
41.2351888,-8.5793987
41.5389356,-8.404329
41.3976354,-8.5178593
41.5542,-8.4324846
41.634648,-8.378052
41.5454486,-8.426507
41.6610932,-8.2975217
41.3571654,-8.4835718
41.6344232,-8.3818968
41.3733148,-8.2760021
41.427508,-8.287324
